"sampleDate","sampleID","siteID","siteName","covN1_nPMMoV_meanNr","covN1_nPMMoV_sdNr","covN2_nPMMoV_meanNr","covN2_nPMMoV_sdNr","nPPMoV_Ct_mean","qualityFlag","testB117","detectB117","fractionB117","fractionB117_stdev","testB167","detectB167"
2021-01-20,NA,"Ottawa-1","Ottawa-ROPEC",7e-04,0.00024,0.00116,0.00031,29.055,FALSE,FALSE,NA,NA,NA,NA,NA
2021-01-21,NA,"Ottawa-1","Ottawa-ROPEC",0.00044,7e-05,0.00025,6e-05,28.363,FALSE,FALSE,NA,NA,NA,NA,NA
2021-01-22,NA,"Ottawa-1","Ottawa-ROPEC",0.00058,0.00016,0.00038,9e-05,28.26,FALSE,FALSE,NA,NA,NA,NA,NA
2021-01-23,NA,"Ottawa-1","Ottawa-ROPEC",0.00033,7e-05,0.00021,8e-05,28.153,FALSE,FALSE,NA,NA,NA,NA,NA
2021-01-24,NA,"Ottawa-1","Ottawa-ROPEC",0.00029,2e-05,0.00015,7e-05,27.472,FALSE,FALSE,NA,NA,NA,NA,NA
2021-01-25,NA,"Ottawa-1","Ottawa-ROPEC",0.00019,4e-05,0.00074,0.00011,26.129,FALSE,FALSE,NA,NA,NA,NA,NA
2021-01-26,NA,"Ottawa-1","Ottawa-ROPEC",0.00041,1e-04,2e-04,0.00634,27.161,FALSE,FALSE,NA,NA,NA,NA,NA
2021-01-27,NA,"Ottawa-1","Ottawa-ROPEC",0.00028,5e-05,0.00016,3e-05,26.768,FALSE,FALSE,NA,NA,NA,NA,NA
2021-01-28,NA,"Ottawa-1","Ottawa-ROPEC",0.00031,8e-05,0.00037,0.00011,28.356,FALSE,FALSE,NA,NA,NA,NA,NA
2021-01-29,NA,"Ottawa-1","Ottawa-ROPEC",0.00043,3e-05,0.00058,7e-05,27.418,FALSE,FALSE,NA,NA,NA,NA,NA
2021-01-30,NA,"Ottawa-1","Ottawa-ROPEC",6e-04,8e-05,0.00078,0.00011,27.671,FALSE,FALSE,NA,NA,NA,NA,NA
2021-01-31,NA,"Ottawa-1","Ottawa-ROPEC",0.00043,8e-05,0.00053,3e-04,28.201,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-01,NA,"Ottawa-1","Ottawa-ROPEC",0.00016,4e-05,0.00033,7e-05,27.97,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-02,NA,"Ottawa-1","Ottawa-ROPEC",0.00018,3e-05,0.00015,2e-05,26.694,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-03,NA,"Ottawa-1","Ottawa-ROPEC",0.00055,0.00027,0.00053,0.00024,27.065,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-04,NA,"Ottawa-1","Ottawa-ROPEC",0.00031,4e-05,0.00026,0.00013,26.774,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-05,NA,"Ottawa-1","Ottawa-ROPEC",0.00039,9e-05,0.00045,6e-05,27.688,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-06,NA,"Ottawa-1","Ottawa-ROPEC",0.00035,0.00017,0.00033,0.00014,27.916,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-07,NA,"Ottawa-1","Ottawa-ROPEC",0.00042,3e-05,0.00039,8e-05,27.1,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-08,NA,"Ottawa-1","Ottawa-ROPEC",2e-04,2e-05,0.00026,4e-05,26.909,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-10,NA,"Ottawa-1","Ottawa-ROPEC",0.00011,4e-05,0.00012,4e-05,26.365,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-11,NA,"Ottawa-1","Ottawa-ROPEC",2e-04,4e-05,0.00018,3e-05,27.227,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-12,NA,"Ottawa-1","Ottawa-ROPEC",0.00051,0.00012,0.00035,6e-05,28.02,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-13,NA,"Ottawa-1","Ottawa-ROPEC",0.00033,6e-05,0.00037,2e-05,26.767,FALSE,NA,NA,NA,NA,NA,NA
2021-02-14,NA,"Ottawa-1","Ottawa-ROPEC",0.00037,3e-05,0.00033,3e-05,28.133,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-15,NA,"Ottawa-1","Ottawa-ROPEC",0.00017,5e-05,0.00017,7e-05,27.86,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-16,NA,"Ottawa-1","Ottawa-ROPEC",0.00023,3e-05,0.00023,5e-05,27.294,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-17,NA,"Ottawa-1","Ottawa-ROPEC",0.00032,6e-05,0.00022,6e-05,28.616,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-18,NA,"Ottawa-1","Ottawa-ROPEC",0.00022,4e-05,0.00028,5e-05,27.448,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-19,NA,"Ottawa-1","Ottawa-ROPEC",0.00025,4e-05,0.00022,9e-05,28.063,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-20,NA,"Ottawa-1","Ottawa-ROPEC",0.00024,4e-05,0.00028,5e-05,26.958,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-21,NA,"Ottawa-1","Ottawa-ROPEC",0.00022,6e-05,0.00017,3e-05,28.394,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-02-22,NA,"Ottawa-1","Ottawa-ROPEC",0.00033,1e-04,0.00032,0.00014,27.602,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-23,NA,"Ottawa-1","Ottawa-ROPEC",0.00035,8e-05,0.00029,9e-05,30.357,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-02-24,NA,"Ottawa-1","Ottawa-ROPEC",0.00035,2e-05,0.00038,9e-05,28.758,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-26,NA,"Ottawa-1","Ottawa-ROPEC",0.00029,8e-05,0.00022,5e-05,27.504,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-02-27,NA,"Ottawa-1","Ottawa-ROPEC",0.00043,7e-05,0.00048,4e-05,27.426,FALSE,FALSE,NA,NA,NA,NA,NA
2021-02-28,NA,"Ottawa-1","Ottawa-ROPEC",0.00092,2e-04,0.00067,8e-05,27.067,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-03-01,NA,"Ottawa-1","Ottawa-ROPEC",0.00049,9e-05,0.00044,7e-05,26.368,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-02,NA,"Ottawa-1","Ottawa-ROPEC",0.001,0.00012,0.00055,5e-05,26.82,FALSE,TRUE,TRUE,0.217152075,0.109900828,NA,NA
2021-03-03,NA,"Ottawa-1","Ottawa-ROPEC",0.0012,0.00021,0.00048,0.00014,26.746,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-05,NA,"Ottawa-1","Ottawa-ROPEC",0.00058,5e-05,0.00066,0.00012,27.41,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-03-06,NA,"Ottawa-1","Ottawa-ROPEC",0.00058,1e-04,0.00061,6e-05,27.411,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-07,NA,"Ottawa-1","Ottawa-ROPEC",0.00081,0.00018,0.00044,4e-05,26.227,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-08,NA,"Ottawa-1","Ottawa-ROPEC",0.00052,0.00011,0.00042,0.00011,27.861,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-09,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,2e-05,0.00013,3e-05,26.613,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-03-10,NA,"Ottawa-1","Ottawa-ROPEC",0.00232,0.00028,0.00209,9e-05,27.372,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-03-11,NA,"Ottawa-1","Ottawa-ROPEC",0.00012,1e-05,2e-04,4e-05,27.846,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-12,NA,"Ottawa-1","Ottawa-ROPEC",0.00011,3e-05,0.00011,3e-05,26.687,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-13,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,3e-05,1e-04,2e-05,26.353,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-14,NA,"Ottawa-1","Ottawa-ROPEC",0.00078,0.00024,0.00052,0.00026,27.48,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-15,NA,"Ottawa-1","Ottawa-ROPEC",0.00081,0.00035,0.00092,0.00027,27.231,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-16,NA,"Ottawa-1","Ottawa-ROPEC",0.00044,8e-05,0.00034,1e-05,27.322,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-03-17,NA,"Ottawa-1","Ottawa-ROPEC",0.00028,6e-05,0.00025,2e-05,27.391,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-18,NA,"Ottawa-1","Ottawa-ROPEC",8e-05,2e-05,6e-05,1e-05,26.469,FALSE,TRUE,TRUE,0.098164147,0.07902621,NA,NA
2021-03-19,NA,"Ottawa-1","Ottawa-ROPEC",6e-05,2e-05,4e-05,1e-05,26.303,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-20,NA,"Ottawa-1","Ottawa-ROPEC",7e-05,1e-05,4e-05,0,26.549,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-03-21,NA,"Ottawa-1","Ottawa-ROPEC",7e-05,2e-05,6e-05,3e-05,27.073,FALSE,TRUE,TRUE,0.222030357,0.1653325,NA,NA
2021-03-22,NA,"Ottawa-1","Ottawa-ROPEC",0.00034,3e-05,0.00017,5e-05,27.73,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-23,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,1e-05,6e-05,1e-05,28.093,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-24,NA,"Ottawa-1","Ottawa-ROPEC",0.00054,0.00018,0.00066,0.00011,28.029,FALSE,TRUE,TRUE,0.457504123,0.33114588,NA,NA
2021-03-25,NA,"Ottawa-1","Ottawa-ROPEC",1e-04,3e-05,0.00015,7e-05,27.28,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-26,NA,"Ottawa-1","Ottawa-ROPEC",0.00015,4e-05,0.00017,8e-05,27.303,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-27,NA,"Ottawa-1","Ottawa-ROPEC",0.00019,9e-05,0.00019,5e-05,27.437,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-28,NA,"Ottawa-1","Ottawa-ROPEC",0.00085,0.00017,0.00089,0.00015,27.559,FALSE,TRUE,TRUE,0.571239769,0.32964296,NA,NA
2021-03-29,NA,"Ottawa-1","Ottawa-ROPEC",0.00104,1e-04,0.00138,0.00024,27.496,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-30,NA,"Ottawa-1","Ottawa-ROPEC",0.00135,8e-05,0.00143,5e-05,26.705,FALSE,FALSE,NA,NA,NA,NA,NA
2021-03-31,NA,"Ottawa-1","Ottawa-ROPEC",6e-05,1e-05,6e-05,2e-05,27.488,FALSE,FALSE,NA,NA,NA,NA,NA
2021-04-01,NA,"Ottawa-1","Ottawa-ROPEC",0.00091,6e-05,0.00079,0.00016,27.008,FALSE,TRUE,TRUE,0.827965593,0.3144396,NA,NA
2021-04-02,NA,"Ottawa-1","Ottawa-ROPEC",0.00116,4e-05,0.00126,0.00052,27.822,FALSE,TRUE,TRUE,0.519566515,0.46802136,NA,NA
2021-04-03,NA,"Ottawa-1","Ottawa-ROPEC",0.00126,0.00011,0.00204,0.00026,28.496,FALSE,TRUE,TRUE,0.56653967,0.39215573,NA,NA
2021-04-04,NA,"Ottawa-1","Ottawa-ROPEC",0.00139,0.00016,0.00146,0.00015,27.368,FALSE,TRUE,TRUE,0.509279824,0.46068504,NA,NA
2021-04-05,NA,"Ottawa-1","Ottawa-ROPEC",0.00228,0.00035,0.00268,0.00011,28.364,FALSE,FALSE,NA,NA,NA,NA,NA
2021-04-06,NA,"Ottawa-1","Ottawa-ROPEC",0.00118,0.00072,0.00093,0.00011,27.032,FALSE,FALSE,NA,NA,NA,NA,NA
2021-04-07,NA,"Ottawa-1","Ottawa-ROPEC",0.00071,1e-04,0.00062,6e-05,27.067,FALSE,FALSE,NA,NA,NA,NA,NA
2021-04-08,NA,"Ottawa-1","Ottawa-ROPEC",0.00093,0.00016,0.00114,0.00016,26.823,FALSE,TRUE,TRUE,0.714600977,0.37084076,NA,NA
2021-04-09,NA,"Ottawa-1","Ottawa-ROPEC",0.00056,1e-05,0.00055,0.00013,27.523,FALSE,FALSE,NA,NA,NA,NA,NA
2021-04-10,NA,"Ottawa-1","Ottawa-ROPEC",0.00046,5e-05,0.00031,5e-05,27.37,FALSE,FALSE,NA,NA,NA,NA,NA
2021-04-11,NA,"Ottawa-1","Ottawa-ROPEC",5e-04,2e-05,0.00052,9e-05,27.442,FALSE,TRUE,TRUE,0.735073435,0.319424353,NA,NA
2021-04-12,NA,"Ottawa-1","Ottawa-ROPEC",8e-04,0.00012,0.00085,0.00014,27.137,FALSE,TRUE,TRUE,0.971542274,0.494151474,NA,NA
2021-04-13,NA,"Ottawa-1","Ottawa-ROPEC",0.00087,0.00015,0.00052,2e-05,26.9,FALSE,TRUE,TRUE,0.947124683,0.409028984,NA,NA
2021-04-15,NA,"Ottawa-1","Ottawa-ROPEC",0.00129,2e-05,0.00147,0.00035,26.099,FALSE,FALSE,NA,NA,NA,NA,NA
2021-04-16,NA,"Ottawa-1","Ottawa-ROPEC",0.00058,0.00012,4e-04,3e-05,27.3,FALSE,TRUE,TRUE,0.555331173,0.2046976,NA,NA
2021-04-17,NA,"Ottawa-1","Ottawa-ROPEC",0.00066,5e-05,0.00048,3e-05,27.324,FALSE,FALSE,NA,NA,NA,NA,NA
2021-04-18,NA,"Ottawa-1","Ottawa-ROPEC",0.00049,4e-05,6e-04,4e-05,27.34,FALSE,TRUE,TRUE,0.765535407,0.382728777,NA,NA
2021-04-19,NA,"Ottawa-1","Ottawa-ROPEC",0.00089,3e-05,0.00091,0.00019,27.131,FALSE,FALSE,NA,NA,NA,NA,NA
2021-04-20,NA,"Ottawa-1","Ottawa-ROPEC",0.00055,2e-05,0.00054,9e-05,27.124,FALSE,TRUE,TRUE,1,0,NA,NA
2021-04-21,NA,"Ottawa-1","Ottawa-ROPEC",0.00045,1e-05,0.00047,5e-05,26.297,FALSE,TRUE,TRUE,0.987162686,0.656953215,NA,NA
2021-04-22,NA,"Ottawa-1","Ottawa-ROPEC",7e-04,9e-05,0.00081,0.00025,27.389,FALSE,FALSE,NA,NA,NA,NA,NA
2021-04-23,NA,"Ottawa-1","Ottawa-ROPEC",0.00057,6e-05,0.00067,5e-05,27.117,FALSE,TRUE,TRUE,0.668426274,0.216558311,NA,NA
2021-04-24,NA,"Ottawa-1","Ottawa-ROPEC",0.00064,6e-05,0.00046,3e-05,26.553,FALSE,FALSE,NA,NA,NA,NA,NA
2021-04-25,NA,"Ottawa-1","Ottawa-ROPEC",0.00053,0.00013,0.00049,0.00019,27.677,FALSE,TRUE,TRUE,0.693419159,0.40461486,NA,NA
2021-04-26,NA,"Ottawa-1","Ottawa-ROPEC",0.00068,0.00012,0.00064,1e-04,27.41,FALSE,TRUE,TRUE,0.608668975,0.309046263,NA,NA
2021-04-27,NA,"Ottawa-1","Ottawa-ROPEC",0.00034,8e-05,0.00031,0.00011,25.348,FALSE,TRUE,TRUE,1,0,NA,NA
2021-04-28,NA,"Ottawa-1","Ottawa-ROPEC",0.00062,0.00031,0.00039,6e-05,26.99,FALSE,TRUE,TRUE,0.731135523,0.222667914,NA,NA
2021-04-29,NA,"Ottawa-1","Ottawa-ROPEC",0.00024,6e-05,0.00024,9e-05,26.683,FALSE,FALSE,NA,NA,NA,NA,NA
2021-04-30,NA,"Ottawa-1","Ottawa-ROPEC",0.00043,7e-05,0.00062,0.00012,26.784,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-01,NA,"Ottawa-1","Ottawa-ROPEC",0.00063,5e-05,0.00075,0.00022,27.223,FALSE,TRUE,TRUE,0.815656577,0.531145342,NA,NA
2021-05-03,NA,"Ottawa-1","Ottawa-ROPEC",0.00076,0.00022,0.00052,8e-05,28.037,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-04,NA,"Ottawa-1","Ottawa-ROPEC",0.00063,0.00012,0.00055,0.00017,27.715,FALSE,TRUE,TRUE,0.661582241,0.25174345,NA,NA
2021-05-05,NA,"Ottawa-1","Ottawa-ROPEC",0.00023,2e-05,0.00027,8e-05,26.337,FALSE,TRUE,TRUE,0.844641516,0.363103795,NA,NA
2021-05-06,NA,"Ottawa-1","Ottawa-ROPEC",0.00054,1e-04,0.00047,0.00013,27.32,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-07,NA,"Ottawa-1","Ottawa-ROPEC",0.00052,2e-05,0.00036,1e-05,27.208,FALSE,TRUE,TRUE,0.781680356,0.349974191,NA,NA
2021-05-08,NA,"Ottawa-1","Ottawa-ROPEC",0.00056,7e-05,0.00052,0.00012,27.657,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-09,NA,"Ottawa-1","Ottawa-ROPEC",0.00045,0.00013,0.00045,0.00012,28.005,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-10,NA,"Ottawa-1","Ottawa-ROPEC",0.00055,9e-05,0.00063,0.00023,27.67,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-11,NA,"Ottawa-1","Ottawa-ROPEC",0.00051,6e-05,0.00044,0.00011,27.369,FALSE,TRUE,TRUE,0.576930965,0.374254555,NA,NA
2021-05-12,NA,"Ottawa-1","Ottawa-ROPEC",0.00019,4e-05,0.00018,4e-05,25.954,FALSE,TRUE,TRUE,0.816089012,0.590979332,NA,NA
2021-05-13,NA,"Ottawa-1","Ottawa-ROPEC",0.00067,4e-05,0.00059,0.00017,27.774,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-14,NA,"Ottawa-1","Ottawa-ROPEC",0.00033,7e-05,0.00023,2e-05,27.037,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-15,NA,"Ottawa-1","Ottawa-ROPEC",0.00029,1e-05,0.00016,2e-05,27.131,FALSE,TRUE,TRUE,0.606140873,0.402623374,NA,NA
2021-05-16,NA,"Ottawa-1","Ottawa-ROPEC",0.00025,3e-05,0.00031,5e-05,27.703,FALSE,TRUE,TRUE,0.836520721,0.19790521,NA,NA
2021-05-17,NA,"Ottawa-1","Ottawa-ROPEC",0.00023,5e-05,0.00021,1e-05,27.04,FALSE,TRUE,TRUE,1,0,NA,NA
2021-05-18,NA,"Ottawa-1","Ottawa-ROPEC",0.00026,3e-05,0.00029,2e-05,26.723,FALSE,TRUE,TRUE,1,0,NA,NA
2021-05-19,NA,"Ottawa-1","Ottawa-ROPEC",0.00017,1e-05,0.00015,3e-05,26.459,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-20,NA,"Ottawa-1","Ottawa-ROPEC",0.00012,4e-05,5e-05,2e-05,27.429,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-21,NA,"Ottawa-1","Ottawa-ROPEC",9e-05,3e-05,9e-05,4e-05,27.468,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-22,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,2e-05,0.00022,6e-05,27.896,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-23,NA,"Ottawa-1","Ottawa-ROPEC",0.00011,0,1e-04,2e-05,26.875,FALSE,TRUE,TRUE,0.741920851,0.275576031,NA,NA
2021-05-24,NA,"Ottawa-1","Ottawa-ROPEC",1e-04,3e-05,1e-04,4e-05,26.471,FALSE,TRUE,TRUE,0.697952129,0.489960445,NA,NA
2021-05-25,NA,"Ottawa-1","Ottawa-ROPEC",0.00023,7e-05,0.00019,5e-05,27.473,FALSE,TRUE,TRUE,1,0,NA,NA
2021-05-26,NA,"Ottawa-1","Ottawa-ROPEC",0.00023,6e-05,2e-04,2e-05,26.99,FALSE,TRUE,TRUE,1,0,NA,NA
2021-05-27,NA,"Ottawa-1","Ottawa-ROPEC",0.00028,1e-04,0.00041,6e-05,26.553,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-28,NA,"Ottawa-1","Ottawa-ROPEC",4e-04,1e-05,0.00063,8e-05,28.053,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-29,NA,"Ottawa-1","Ottawa-ROPEC",0.00036,4e-05,0.00055,2e-05,27.96,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-30,NA,"Ottawa-1","Ottawa-ROPEC",0.00029,3e-05,0.00016,5e-05,27.237,FALSE,FALSE,NA,NA,NA,NA,NA
2021-05-31,NA,"Ottawa-1","Ottawa-ROPEC",0.00019,8e-05,0.00017,9e-05,26.636,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-06-01,NA,"Ottawa-1","Ottawa-ROPEC",0.00023,2e-05,0.00019,1e-05,27.094,FALSE,TRUE,TRUE,0.44448023,0.082954365,NA,NA
2021-06-02,NA,"Ottawa-1","Ottawa-ROPEC",6e-05,2e-05,0.00012,3e-05,25.83,FALSE,TRUE,TRUE,1,0,NA,NA
2021-06-03,NA,"Ottawa-1","Ottawa-ROPEC",0.00037,1e-04,0.00014,4e-05,26.983,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-04,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,2e-05,2e-05,0,26.384,FALSE,TRUE,TRUE,0.834285784,0.24640693,NA,NA
2021-06-05,NA,"Ottawa-1","Ottawa-ROPEC",0.00024,9e-05,4e-05,NA,28.416,FALSE,TRUE,TRUE,0.73968481,0.41366659,NA,NA
2021-06-07,NA,"Ottawa-1","Ottawa-ROPEC",1e-04,1e-05,0.00016,5e-05,26.771,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-08,NA,"Ottawa-1","Ottawa-ROPEC",0.00043,8e-05,0.00061,5e-05,27.334,FALSE,TRUE,TRUE,1,0,NA,NA
2021-06-09,NA,"Ottawa-1","Ottawa-ROPEC",0.00044,0.00012,0.00061,0.00015,27.478,FALSE,TRUE,TRUE,1,0,NA,NA
2021-06-10,NA,"Ottawa-1","Ottawa-ROPEC",0.00036,5e-05,0.00047,1e-05,26.893,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-11,NA,"Ottawa-1","Ottawa-ROPEC",0.00059,0.00011,0.00052,5e-05,27.291,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-12,NA,"Ottawa-1","Ottawa-ROPEC",0.00038,0.00018,0.00064,7e-05,27.136,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-13,NA,"Ottawa-1","Ottawa-ROPEC",0.00029,6e-05,0.00027,2e-05,27.292,FALSE,TRUE,TRUE,1,0,NA,NA
2021-06-14,NA,"Ottawa-1","Ottawa-ROPEC",0.00035,3e-05,0.00038,6e-05,27.207,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-15,NA,"Ottawa-1","Ottawa-ROPEC",0.00023,3e-05,0.00018,4e-05,27.256,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-06-16,NA,"Ottawa-1","Ottawa-ROPEC",0.00025,4e-05,0.00033,7e-05,27.81,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-06-17,NA,"Ottawa-1","Ottawa-ROPEC",0.00017,1e-05,0.00018,2e-05,27.548,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-18,NA,"Ottawa-1","Ottawa-ROPEC",0.00024,3e-05,0.00029,6e-05,27.221,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-19,NA,"Ottawa-1","Ottawa-ROPEC",0.00045,0.00011,3e-04,7e-05,27.839,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-06-20,NA,"Ottawa-1","Ottawa-ROPEC",0.00079,1e-04,0.00055,0.00013,27.711,FALSE,TRUE,TRUE,1,0,NA,NA
2021-06-21,NA,"Ottawa-1","Ottawa-ROPEC",0.00032,7e-05,0.00039,9e-05,26.702,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-22,NA,"Ottawa-1","Ottawa-ROPEC",0.00014,2e-05,0.00024,8e-05,27.658,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-06-23,NA,"Ottawa-1","Ottawa-ROPEC",0.00016,5e-05,0.00012,3e-05,27.093,FALSE,TRUE,FALSE,NA,NA,NA,NA
2021-06-24,NA,"Ottawa-1","Ottawa-ROPEC",0.00045,3e-05,0.00048,4e-05,27.658,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-25,NA,"Ottawa-1","Ottawa-ROPEC",0.00012,2e-05,0.00018,1e-05,27.343,FALSE,TRUE,TRUE,1,0,NA,NA
2021-06-26,NA,"Ottawa-1","Ottawa-ROPEC",0.00018,5e-05,0.00023,2e-05,27.047,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-27,NA,"Ottawa-1","Ottawa-ROPEC",0.00016,2e-05,0.00012,0,27.525,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-28,NA,"Ottawa-1","Ottawa-ROPEC",0.00014,2e-05,0.00013,1e-05,27.043,FALSE,TRUE,TRUE,1,0,NA,NA
2021-06-29,NA,"Ottawa-1","Ottawa-ROPEC",0.00032,6e-05,0.00016,3e-05,26.571,FALSE,FALSE,NA,NA,NA,NA,NA
2021-06-30,NA,"Ottawa-1","Ottawa-ROPEC",9e-05,2e-05,0.00013,3e-05,26.819,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-01,NA,"Ottawa-1","Ottawa-ROPEC",9e-05,3e-05,0.00012,2e-05,27.233,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-02,NA,"Ottawa-1","Ottawa-ROPEC",0.00012,3e-05,2e-04,2e-05,27.118,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-03,NA,"Ottawa-1","Ottawa-ROPEC",0.00017,3e-05,0.00016,2e-05,27.159,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-04,NA,"Ottawa-1","Ottawa-ROPEC",9e-05,1e-05,8e-05,0,27.429,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-05,NA,"Ottawa-1","Ottawa-ROPEC",0.00011,1e-05,0.00015,1e-05,26.623,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-06,NA,"Ottawa-1","Ottawa-ROPEC",0.00017,2e-05,0.00016,3e-05,28.54,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-07,NA,"Ottawa-1","Ottawa-ROPEC",4e-05,1e-05,7e-05,1e-05,26.272,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-08,NA,"Ottawa-1","Ottawa-ROPEC",0.00015,2e-05,0.00022,5e-05,27.406,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-09,NA,"Ottawa-1","Ottawa-ROPEC",8e-05,2e-05,6e-05,2e-05,27.049,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-10,NA,"Ottawa-1","Ottawa-ROPEC",0.00012,1e-05,5e-05,1e-05,27.437,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-11,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,4e-05,1e-04,2e-05,28.223,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-12,NA,"Ottawa-1","Ottawa-ROPEC",9e-05,1e-05,1e-04,1e-05,26.851,FALSE,FALSE,NA,NA,NA,NA,NA
2021-07-13,NA,"Ottawa-1","Ottawa-ROPEC",0.00018,3e-05,0.00016,2e-05,27.478,FALSE,FALSE,NA,NA,NA,NA,NA
